state,account_length,area_code,phone_number,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,international_plan,voice_mail_plan,outcome
29.0,?,?,3666.0,?,141.2,?,?,167.7,94.0,?,?,101.0,12.35,?,2.0,3.08,?,0.0,?,0
15.0,57.0,415.0,950.0,?,?,?,?,174.9,?,?,221.9,117.0,9.99,?,?,3.02,3.0,?,?,0
42.0,?,?,?,?,164.5,75.0,27.97,?,?,?,?,97.0,11.37,11.2,2.0,?,?,?,0.0,0
6.0,?,510.0,?,0.0,182.5,?,31.03,?,?,?,149.2,82.0,?,7.5,2.0,2.03,?,?,?,0
?,?,?,3605.0,?,?,101.0,35.79,?,?,?,241.6,?,?,11.5,2.0,3.11,1.0,?,1.0,0
?,?,415.0,4675.0,?,179.4,?,?,?,?,15.39,320.7,?,?,?,4.0,2.57,2.0,0.0,?,0
?,93.0,415.0,3398.0,?,?,141.0,25.86,?,107.0,18.32,?,?,?,12.0,?,?,?,?,0.0,0
?,?,?,4647.0,?,232.0,?,39.44,?,94.0,10.72,?,?,4.93,12.0,6.0,3.24,?,?,?,0
0.0,36.0,?,758.0,30.0,?,128.0,?,?,?,?,?,?,5.82,14.5,6.0,?,0.0,?,?,0
?,89.0,?,?,0.0,?,71.0,?,214.1,?,?,?,?,?,?,?,2.78,?,?,?,1
34.0,?,?,4286.0,?,89.5,66.0,?,?,104.0,?,225.1,?,?,?,?,3.32,3.0,0.0,?,0
?,?,510.0,3189.0,?,255.1,124.0,43.37,230.6,110.0,19.6,?,?,?,?,5.0,?,3.0,0.0,?,1
15.0,65.0,?,?,0.0,129.1,137.0,?,?,?,?,?,111.0,?,12.7,6.0,?,4.0,?,0.0,1
?,?,510.0,?,0.0,194.4,?,?,247.8,84.0,21.06,245.4,?,?,?,7.0,3.02,?,?,?,0
10.0,76.0,?,1785.0,0.0,?,?,34.61,?,?,?,175.9,?,7.92,8.4,?,2.27,0.0,0.0,0.0,0
8.0,?,408.0,3130.0,?,?,120.0,?,?,79.0,?,?,?,10.96,11.0,?,2.97,?,?,?,0
?,?,408.0,4694.0,?,?,?,48.98,?,93.0,11.72,?,?,?,?,?,?,?,0.0,?,0
?,?,?,?,0.0,?,?,35.17,224.4,?,19.07,?,?,8.88,?,2.0,?,?,?,0.0,0
1.0,107.0,?,241.0,0.0,?,95.0,?,?,85.0,?,?,87.0,9.19,13.2,?,3.56,?,?,?,0
?,42.0,408.0,907.0,34.0,?,143.0,?,?,?,?,?,?,7.98,10.9,?,2.94,0.0,?,?,0
?,?,?,?,0.0,239.6,?,40.73,?,?,?,153.0,?,?,8.6,3.0,?,1.0,0.0,0.0,0
?,7.0,510.0,2956.0,?,170.2,?,?,?,?,?,?,67.0,?,11.1,7.0,3.0,?,?,0.0,0
24.0,86.0,?,3002.0,0.0,?,?,?,221.1,63.0,?,349.7,75.0,15.74,12.6,?,?,?,0.0,?,0
44.0,?,?,1404.0,0.0,157.2,81.0,?,247.7,131.0,?,215.7,141.0,9.71,9.9,?,?,1.0,0.0,?,0
?,133.0,415.0,4492.0,?,165.9,98.0,?,161.9,?,13.76,208.9,120.0,?,?,11.0,?,?,?,0.0,0
41.0,95.0,408.0,4154.0,20.0,?,78.0,28.17,215.6,94.0,?,243.3,?,?,9.8,6.0,?,?,?,?,0
?,?,?,?,0.0,?,92.0,35.11,176.2,152.0,?,?,115.0,10.48,12.4,?,3.35,?,?,?,0
?,?,510.0,4912.0,?,175.7,?,?,154.8,98.0,?,208.2,?,?,9.5,2.0,?,?,?,0.0,0
?,120.0,?,?,?,?,?,34.56,259.9,?,?,115.9,103.0,?,7.8,2.0,?,3.0,0.0,0.0,0
?,?,?,4285.0,0.0,?,?,?,?,137.0,19.63,?,?,?,10.7,9.0,?,?,?,?,0
18.0,91.0,408.0,4535.0,?,?,?,?,?,87.0,14.89,136.3,?,6.13,13.3,3.0,?,2.0,0.0,0.0,0
4.0,127.0,510.0,?,?,107.9,?,?,187.0,77.0,15.9,218.5,?,?,?,?,0.0,?,?,?,0
?,86.0,415.0,?,?,129.4,?,22.0,?,104.0,?,?,?,?,?,?,?,?,0.0,1.0,0
50.0,?,?,4281.0,0.0,263.4,?,?,?,69.0,19.58,170.6,?,?,?,5.0,3.08,1.0,?,0.0,1
36.0,?,408.0,2100.0,?,?,?,10.47,?,?,?,225.9,96.0,?,?,?,3.35,?,0.0,1.0,0
?,?,510.0,?,0.0,?,?,41.91,195.5,84.0,?,200.5,?,?,?,?,3.16,1.0,0.0,?,0
12.0,52.0,408.0,4537.0,?,?,108.0,?,?,96.0,22.93,?,?,?,?,5.0,?,3.0,?,?,0
?,?,?,552.0,0.0,?,?,?,156.2,?,13.28,?,76.0,10.45,?,8.0,?,3.0,0.0,?,0
?,119.0,?,?,0.0,?,?,?,?,80.0,?,240.0,102.0,?,9.8,?,2.65,2.0,?,0.0,0
48.0,70.0,415.0,4126.0,?,7.9,100.0,?,?,83.0,?,?,?,?,12.1,1.0,3.27,?,0.0,?,0
36.0,172.0,408.0,?,?,203.9,?,34.66,?,123.0,?,160.7,?,?,?,4.0,?,?,0.0,0.0,0
?,?,?,0.0,0.0,?,79.0,28.22,74.6,?,6.34,?,?,11.16,?,?,?,0.0,?,?,0
45.0,102.0,?,?,?,?,67.0,26.61,?,?,17.37,141.9,72.0,6.39,9.9,2.0,2.67,?,?,?,0
?,?,?,2619.0,0.0,255.1,?,?,266.9,?,22.69,197.7,118.0,?,8.8,?,2.38,3.0,0.0,?,1
?,127.0,?,?,0.0,?,?,36.19,260.1,124.0,22.11,?,85.0,7.99,?,?,?,?,0.0,0.0,0
?,131.0,408.0,3968.0,29.0,239.7,102.0,40.75,212.8,?,18.09,187.7,?,?,?,2.0,2.84,?,0.0,1.0,0
?,153.0,408.0,817.0,0.0,185.3,127.0,?,208.0,73.0,17.68,206.1,124.0,?,?,?,?,1.0,0.0,?,0
7.0,123.0,?,?,?,124.7,?,21.2,?,78.0,?,216.4,128.0,9.74,?,8.0,2.11,?,?,1.0,0
18.0,179.0,408.0,4618.0,?,?,?,37.26,149.4,125.0,12.7,?,?,?,?,?,?,?,0.0,?,0
?,?,415.0,?,?,?,71.0,50.13,192.8,78.0,16.39,148.1,87.0,?,?,5.0,3.56,1.0,?,0.0,1
19.0,?,?,3691.0,?,209.8,112.0,?,155.0,80.0,13.18,?,?,?,7.2,?,?,?,?,?,0
?,?,510.0,?,28.0,308.0,?,52.36,?,128.0,21.06,?,103.0,?,?,3.0,2.0,1.0,0.0,1.0,0
40.0,64.0,?,1158.0,?,?,?,26.28,83.4,?,?,?,?,?,13.3,?,3.59,1.0,0.0,?,0
?,?,415.0,3920.0,?,201.3,?,34.22,?,89.0,?,150.2,?,6.76,12.3,3.0,?,?,0.0,1.0,0
?,?,510.0,3890.0,?,121.6,100.0,20.67,108.3,77.0,9.21,?,?,9.28,?,2.0,?,?,0.0,?,1
?,?,?,1155.0,0.0,164.3,106.0,?,?,?,?,?,93.0,8.28,?,?,?,1.0,?,0.0,0
0.0,141.0,408.0,4970.0,?,?,?,26.83,?,108.0,11.25,?,?,?,?,2.0,?,?,0.0,?,0
?,155.0,510.0,?,?,184.6,?,31.38,196.0,117.0,16.66,226.5,?,?,?,1.0,2.11,?,0.0,?,0
36.0,?,415.0,4534.0,0.0,269.7,85.0,45.85,207.6,86.0,17.65,214.2,?,?,4.5,15.0,1.22,?,0.0,?,1
49.0,77.0,?,1480.0,0.0,?,68.0,?,?,?,?,236.5,?,10.64,12.0,2.0,?,?,0.0,?,0
37.0,?,408.0,2664.0,0.0,221.0,118.0,?,138.8,?,11.8,?,?,?,?,?,?,?,0.0,?,0
11.0,?,?,1380.0,28.0,?,106.0,24.4,?,147.0,?,175.4,69.0,7.89,11.2,?,?,0.0,0.0,1.0,0
?,?,415.0,4075.0,0.0,245.7,139.0,?,?,113.0,20.56,?,?,12.84,4.2,5.0,?,?,?,0.0,1
35.0,?,?,?,0.0,183.4,?,?,?,?,20.57,201.4,?,9.06,7.5,?,2.03,4.0,?,0.0,0
?,71.0,510.0,?,0.0,238.0,82.0,?,?,?,23.67,193.1,134.0,8.69,11.8,?,3.19,?,?,?,1
19.0,?,?,4274.0,0.0,?,?,?,204.5,?,?,251.3,?,?,?,?,?,?,0.0,0.0,0
?,?,415.0,?,0.0,287.4,118.0,48.86,?,84.0,22.07,?,86.0,6.89,10.0,?,?,1.0,1.0,0.0,1
5.0,?,?,572.0,0.0,267.5,134.0,45.48,?,?,20.61,?,108.0,10.04,8.3,?,?,?,?,0.0,1
?,?,415.0,3623.0,0.0,?,86.0,?,167.8,59.0,14.26,?,?,9.32,?,?,?,?,0.0,0.0,0
42.0,?,408.0,?,?,127.0,?,21.59,206.9,107.0,?,231.7,?,?,?,?,?,?,0.0,?,0
17.0,113.0,415.0,?,?,?,107.0,23.94,252.6,?,?,215.4,136.0,?,9.1,4.0,?,?,?,0.0,0
35.0,?,?,?,0.0,159.5,125.0,?,247.1,?,?,?,82.0,8.46,7.2,?,1.94,?,?,0.0,0
?,21.0,510.0,4255.0,0.0,225.0,?,?,?,111.0,?,221.2,?,?,?,4.0,2.89,?,?,?,0
?,?,?,?,0.0,181.6,119.0,30.87,335.7,118.0,28.53,?,64.0,6.74,?,?,2.24,?,0.0,0.0,0
?,?,?,?,?,?,128.0,55.34,?,?,25.53,199.8,93.0,8.99,5.7,?,1.54,1.0,?,?,1
?,?,415.0,?,0.0,215.6,96.0,36.65,?,127.0,16.44,?,?,?,?,3.0,3.65,?,0.0,0.0,0
?,133.0,?,882.0,32.0,?,137.0,?,264.9,?,22.52,?,108.0,7.6,?,4.0,?,2.0,1.0,?,1
3.0,88.0,?,?,?,?,?,?,?,90.0,?,89.6,?,?,12.8,?,3.46,?,?,0.0,0
25.0,66.0,408.0,4625.0,?,187.8,?,31.93,?,90.0,?,132.3,?,?,12.0,3.0,?,?,0.0,1.0,0
13.0,92.0,?,?,23.0,?,?,?,258.6,129.0,21.98,?,?,?,?,3.0,?,?,?,1.0,0
?,?,510.0,?,?,196.7,?,?,210.2,109.0,?,?,?,?,?,1.0,?,?,1.0,0.0,1
26.0,?,408.0,?,0.0,185.9,115.0,31.6,232.5,98.0,19.76,205.2,124.0,9.23,?,?,2.75,?,?,?,0
?,105.0,415.0,2913.0,0.0,211.1,99.0,?,176.7,66.0,15.02,?,96.0,?,14.7,?,?,4.0,?,?,0
?,?,?,?,?,211.3,120.0,35.92,?,?,?,134.7,118.0,6.06,13.2,5.0,3.56,?,?,0.0,0
?,?,415.0,?,0.0,271.9,104.0,?,?,104.0,?,?,111.0,10.76,13.8,?,3.73,2.0,?,0.0,1
?,166.0,510.0,2090.0,?,199.6,?,33.93,214.3,?,18.22,196.8,110.0,8.86,?,5.0,1.94,3.0,0.0,0.0,0
16.0,85.0,408.0,4288.0,?,164.0,111.0,?,?,108.0,?,220.7,?,9.93,9.3,2.0,?,?,?,?,0
?,148.0,510.0,4629.0,0.0,239.3,84.0,?,195.7,85.0,16.63,232.6,104.0,?,10.9,?,2.94,1.0,0.0,?,0
?,?,?,699.0,?,286.4,?,48.69,?,?,15.15,?,152.0,9.64,?,?,2.89,1.0,0.0,0.0,1
32.0,122.0,?,3035.0,?,?,?,22.81,227.3,132.0,?,122.4,?,?,?,2.0,?,2.0,0.0,1.0,0
45.0,?,?,3136.0,0.0,?,?,?,?,?,8.27,?,67.0,?,9.4,7.0,?,3.0,0.0,?,0
10.0,103.0,?,2823.0,28.0,?,?,20.57,270.4,?,?,160.5,?,7.22,?,?,?,?,0.0,1.0,0
13.0,68.0,510.0,4009.0,?,122.9,?,20.89,?,91.0,19.85,199.5,?,?,9.6,2.0,2.59,2.0,?,?,0
30.0,97.0,?,?,32.0,?,87.0,?,?,?,?,?,107.0,8.33,?,?,2.32,2.0,?,1.0,1
?,?,?,2833.0,?,?,?,47.67,179.4,79.0,15.25,150.6,77.0,?,?,?,4.1,?,0.0,0.0,0
?,36.0,510.0,?,?,?,77.0,33.24,156.3,108.0,13.29,217.8,?,?,7.3,?,?,?,?,?,0
?,?,415.0,?,?,193.4,112.0,?,?,?,?,?,?,11.16,11.4,3.0,?,?,?,?,0
?,?,415.0,?,?,226.0,113.0,38.42,?,115.0,?,184.9,?,?,11.5,2.0,?,?,?,1.0,0
?,?,?,803.0,0.0,?,84.0,41.6,?,?,9.04,?,61.0,?,10.5,?,?,2.0,?,?,1
26.0,10.0,510.0,2442.0,?,?,103.0,?,?,77.0,?,206.4,?,?,8.7,6.0,2.35,2.0,?,0.0,0
2.0,109.0,510.0,2637.0,?,?,?,?,234.1,77.0,?,?,?,14.81,9.9,9.0,?,?,?,?,0
?,?,415.0,2740.0,24.0,?,?,?,152.1,?,12.93,344.3,?,15.49,?,6.0,?,?,?,?,0
8.0,87.0,415.0,?,?,177.2,72.0,?,248.9,105.0,21.16,200.8,87.0,?,8.6,?,?,3.0,?,?,0
?,?,415.0,?,32.0,209.9,?,?,?,104.0,?,224.2,?,10.09,8.7,?,2.35,?,?,?,0
?,?,510.0,?,?,?,89.0,?,88.3,125.0,7.51,?,?,?,?,5.0,?,?,?,?,0
?,?,510.0,?,?,?,?,?,?,?,10.86,209.9,?,9.45,9.3,10.0,?,1.0,?,?,1
35.0,?,?,?,0.0,?,99.0,25.6,?,?,?,?,104.0,7.14,8.1,5.0,2.19,0.0,0.0,0.0,0
31.0,?,?,?,43.0,?,85.0,39.27,222.3,?,18.9,?,?,6.66,?,5.0,2.24,2.0,0.0,1.0,0
?,?,?,2530.0,?,?,118.0,?,?,?,?,?,94.0,?,13.6,?,3.67,0.0,?,?,1
?,?,415.0,?,?,?,91.0,25.26,131.1,?,?,219.4,?,9.87,10.1,?,2.73,?,0.0,?,0
23.0,30.0,408.0,3758.0,?,?,?,9.18,179.3,96.0,?,247.2,?,?,10.2,8.0,?,1.0,0.0,?,0
29.0,?,?,?,0.0,?,109.0,27.03,?,?,21.68,?,73.0,3.71,10.1,?,2.73,?,0.0,0.0,0
?,106.0,?,?,?,165.9,?,28.2,?,93.0,?,?,86.0,?,14.1,8.0,?,?,0.0,1.0,0
25.0,189.0,415.0,?,?,227.8,?,?,?,112.0,14.41,201.1,?,?,?,4.0,?,?,0.0,0.0,0
?,?,408.0,1377.0,0.0,245.2,112.0,?,101.5,101.0,8.63,?,116.0,?,10.7,?,?,?,?,?,0
35.0,96.0,?,?,0.0,?,128.0,?,?,?,24.21,178.9,92.0,8.05,14.9,7.0,4.02,?,0.0,0.0,0
?,55.0,?,2407.0,?,189.3,95.0,?,?,?,?,?,?,?,?,4.0,?,2.0,?,?,0
?,120.0,?,?,24.0,?,73.0,36.16,257.5,?,?,?,?,?,?,?,2.62,2.0,?,1.0,0
23.0,?,415.0,?,0.0,194.3,83.0,33.03,189.9,?,?,?,?,?,?,?,2.43,5.0,0.0,?,0
?,113.0,?,?,?,264.4,93.0,?,222.8,?,18.94,213.7,?,?,?,4.0,?,?,0.0,?,0
?,?,510.0,?,?,?,?,31.31,215.0,?,?,100.1,?,?,11.3,4.0,3.05,?,?,0.0,0
31.0,122.0,415.0,24.0,?,?,104.0,?,89.7,?,7.62,?,91.0,?,?,?,?,2.0,?,?,0
38.0,84.0,?,4740.0,?,109.1,?,?,?,?,?,274.0,?,?,9.6,?,?,0.0,?,?,0
31.0,?,?,?,?,217.6,?,?,?,?,23.72,250.7,65.0,?,?,?,2.81,2.0,0.0,?,1
37.0,100.0,415.0,?,0.0,129.4,?,22.0,251.3,73.0,?,157.1,?,?,?,?,2.81,?,0.0,0.0,0
?,?,415.0,?,?,207.1,?,35.21,?,124.0,24.1,?,?,?,?,2.0,2.84,?,0.0,0.0,0
31.0,83.0,?,3553.0,?,178.8,?,?,?,?,?,?,?,?,?,4.0,2.32,3.0,0.0,?,0
?,157.0,415.0,3255.0,?,220.7,?,37.52,?,?,10.14,?,113.0,7.43,?,?,?,?,?,?,0
?,126.0,415.0,?,?,?,118.0,41.63,219.6,105.0,18.67,?,?,?,9.7,?,?,4.0,?,?,0
?,?,?,?,0.0,148.1,73.0,?,164.9,?,?,?,125.0,9.72,12.3,?,?,5.0,0.0,?,1
2.0,45.0,?,?,0.0,?,83.0,21.56,?,?,?,158.3,97.0,7.12,11.0,?,?,3.0,?,?,0
?,?,415.0,?,?,?,?,21.61,228.3,116.0,19.41,166.7,?,?,7.1,3.0,1.92,?,0.0,1.0,0
?,?,408.0,3915.0,0.0,217.6,?,36.99,?,51.0,27.24,150.7,?,6.78,?,3.0,1.13,?,0.0,?,0
?,86.0,?,?,?,113.1,?,?,?,?,25.02,101.4,?,4.56,?,?,3.62,1.0,0.0,0.0,0
?,60.0,?,?,0.0,?,97.0,35.0,?,117.0,?,?,139.0,9.09,11.0,?,2.97,?,1.0,?,1
?,119.0,?,816.0,0.0,133.4,102.0,22.68,?,?,?,?,103.0,8.86,?,?,3.0,1.0,0.0,?,0
?,81.0,?,?,0.0,?,?,28.25,?,112.0,?,220.2,68.0,9.91,13.2,?,3.56,4.0,?,0.0,0
48.0,117.0,408.0,2498.0,14.0,80.2,?,13.63,?,?,?,?,?,?,?,2.0,2.32,1.0,0.0,1.0,0
?,?,?,4444.0,?,261.7,?,?,?,?,17.9,?,?,?,?,?,1.62,?,?,?,1
?,?,408.0,?,?,?,102.0,?,?,96.0,27.72,201.9,73.0,9.09,10.1,?,2.73,1.0,?,0.0,1
22.0,178.0,408.0,1086.0,0.0,?,134.0,?,?,78.0,?,?,113.0,?,?,?,?,?,1.0,?,1
?,?,?,?,?,?,94.0,46.97,226.0,125.0,19.21,221.4,?,9.96,?,?,?,?,0.0,0.0,1
?,?,?,3914.0,?,?,82.0,?,?,100.0,?,?,?,?,?,4.0,1.19,?,?,?,0
?,?,415.0,?,23.0,?,79.0,48.72,?,102.0,26.8,193.9,?,8.73,?,6.0,2.78,?,?,1.0,0
24.0,86.0,?,?,0.0,125.5,139.0,?,?,?,?,235.8,?,?,8.9,?,?,?,?,?,0
?,25.0,?,2796.0,0.0,119.3,87.0,?,?,101.0,?,?,86.0,?,?,?,?,?,?,?,0
41.0,?,?,?,?,?,115.0,?,?,?,?,260.0,94.0,11.7,?,?,2.24,0.0,0.0,0.0,0
44.0,?,?,3563.0,?,236.5,?,40.21,?,?,9.95,?,?,?,?,3.0,?,?,?,1.0,0
44.0,?,?,?,0.0,?,?,15.25,?,?,?,?,120.0,6.56,9.5,4.0,2.57,2.0,?,?,0
24.0,?,?,116.0,0.0,?,79.0,26.69,?,?,8.76,211.8,96.0,9.53,?,?,?,0.0,?,?,0
2.0,71.0,415.0,?,27.0,151.2,?,25.7,?,82.0,?,?,?,?,5.6,17.0,?,?,0.0,?,0
?,?,510.0,?,?,201.7,85.0,?,169.4,116.0,?,?,?,?,6.0,4.0,1.62,0.0,0.0,?,0
?,?,510.0,?,?,211.0,?,35.87,189.0,100.0,16.07,123.0,?,5.54,4.7,?,?,3.0,?,?,0
45.0,?,?,2968.0,?,?,86.0,?,298.5,119.0,25.37,214.2,104.0,?,?,?,1.86,1.0,0.0,1.0,0
9.0,?,415.0,1079.0,?,?,83.0,?,219.1,96.0,18.62,?,76.0,?,?,?,?,0.0,?,?,0
25.0,103.0,415.0,4472.0,?,129.3,?,?,202.8,89.0,?,233.0,126.0,10.49,12.9,?,?,?,?,?,0
?,?,?,749.0,?,?,56.0,51.78,?,?,?,?,116.0,8.47,12.4,?,?,1.0,?,?,1
?,134.0,?,?,50.0,?,130.0,35.5,132.9,?,11.3,?,?,?,11.1,4.0,?,2.0,0.0,?,0
?,?,415.0,1130.0,0.0,?,?,?,153.1,?,?,?,79.0,11.8,?,?,?,0.0,?,?,0
?,?,415.0,2532.0,0.0,199.8,?,?,167.1,91.0,?,?,94.0,?,5.5,4.0,?,?,?,?,0
8.0,82.0,?,3193.0,?,116.9,?,?,228.2,?,?,251.4,?,11.31,?,?,?,?,?,1.0,0
28.0,?,?,4846.0,?,224.6,?,?,225.9,120.0,19.2,269.0,?,?,?,8.0,?,2.0,0.0,?,0
37.0,149.0,?,?,0.0,?,103.0,19.47,228.8,?,19.45,135.8,74.0,6.11,10.7,?,?,0.0,0.0,?,0
?,?,415.0,?,0.0,164.1,?,?,?,56.0,17.51,194.7,?,8.76,11.4,?,3.08,?,?,0.0,0
?,?,510.0,?,?,?,84.0,?,181.7,?,15.44,?,?,?,?,10.0,2.08,2.0,0.0,0.0,0
?,106.0,510.0,?,?,124.8,?,21.22,241.7,83.0,?,219.0,?,?,?,?,3.05,1.0,?,?,0
?,80.0,?,201.0,34.0,?,96.0,41.38,102.3,?,?,?,95.0,9.8,?,?,?,1.0,?,?,0
?,?,?,?,0.0,?,58.0,?,?,?,19.5,?,110.0,?,?,?,3.56,1.0,?,?,0
29.0,?,?,?,?,155.6,?,?,?,82.0,19.02,?,?,?,10.6,3.0,2.86,?,0.0,0.0,1
?,?,415.0,3702.0,?,?,?,?,?,117.0,18.59,?,?,?,6.6,?,1.78,4.0,?,0.0,0
?,43.0,408.0,?,?,212.5,?,?,?,145.0,?,194.6,?,?,8.6,6.0,?,?,?,0.0,0
?,?,510.0,?,?,?,99.0,?,?,?,?,254.6,80.0,11.46,?,?,?,3.0,1.0,0.0,1
?,108.0,415.0,?,?,?,?,37.62,?,?,13.26,?,80.0,7.17,?,?,2.35,?,0.0,1.0,0
?,?,415.0,3823.0,0.0,184.6,?,?,193.7,?,?,?,?,?,?,3.0,1.59,?,?,?,0
43.0,88.0,510.0,4583.0,?,138.3,?,?,236.0,138.0,?,179.1,?,8.06,?,?,2.59,?,0.0,?,0
20.0,108.0,415.0,2466.0,?,?,90.0,?,?,128.0,?,244.7,80.0,11.01,?,?,?,3.0,1.0,?,1
40.0,?,510.0,1114.0,0.0,?,87.0,?,111.3,?,?,170.2,77.0,7.66,?,?,?,?,?,?,0
?,?,415.0,1253.0,?,?,?,31.94,?,?,?,167.0,108.0,?,?,4.0,1.3,?,0.0,?,0
?,?,?,?,0.0,?,?,?,?,86.0,15.28,?,?,8.4,6.4,7.0,?,1.0,?,?,1
38.0,82.0,408.0,?,0.0,125.7,96.0,?,207.6,?,?,183.1,103.0,8.24,?,2.0,?,?,0.0,0.0,0
?,?,510.0,?,?,157.1,?,?,302.0,69.0,?,317.9,?,?,?,?,?,0.0,?,?,0
?,?,?,991.0,?,?,150.0,?,?,?,18.09,?,?,8.01,8.5,4.0,?,?,?,0.0,0
20.0,?,?,?,?,321.1,?,54.59,?,122.0,22.57,?,?,?,11.5,2.0,?,?,?,0.0,1
39.0,?,?,?,?,146.8,?,24.96,?,84.0,?,178.7,?,?,7.2,7.0,1.94,?,?,1.0,0
?,?,415.0,4210.0,?,228.3,?,?,?,?,12.06,?,?,?,9.7,3.0,2.62,2.0,?,?,0
18.0,?,?,?,0.0,?,67.0,36.75,?,133.0,18.89,192.0,95.0,8.64,?,1.0,?,2.0,0.0,?,0
18.0,158.0,408.0,?,0.0,202.0,?,?,163.5,?,13.9,?,84.0,8.79,?,?,?,?,0.0,?,0
20.0,68.0,408.0,?,?,?,106.0,25.57,?,?,?,?,103.0,4.94,?,?,3.32,3.0,?,0.0,0
?,95.0,?,680.0,32.0,?,123.0,44.57,?,?,14.04,?,57.0,?,10.6,?,?,0.0,0.0,1.0,0
?,?,?,2325.0,27.0,117.5,102.0,19.98,206.8,127.0,?,?,?,8.75,?,?,1.13,3.0,?,1.0,0
48.0,92.0,?,?,0.0,?,?,?,?,?,25.38,216.9,99.0,?,13.8,?,3.73,1.0,?,0.0,0
19.0,?,415.0,?,?,214.7,?,36.5,262.9,?,22.35,228.9,?,?,11.6,2.0,?,?,0.0,0.0,0
?,?,408.0,?,0.0,?,?,46.94,?,106.0,17.09,?,73.0,?,8.9,4.0,?,0.0,0.0,0.0,1
?,?,?,1539.0,0.0,204.6,?,?,?,?,17.44,164.6,?,7.41,10.7,?,2.89,?,?,?,0
?,?,510.0,?,0.0,146.5,121.0,24.91,169.9,125.0,?,238.8,?,?,?,5.0,2.21,?,?,?,0
41.0,?,?,?,0.0,?,?,31.37,172.0,?,?,183.4,96.0,?,13.7,3.0,?,?,?,?,0
?,?,415.0,2060.0,0.0,?,?,?,?,104.0,16.73,259.7,?,?,7.0,7.0,1.89,?,?,?,0
?,?,?,4068.0,?,246.4,?,?,205.5,102.0,?,208.1,?,?,14.1,8.0,?,?,0.0,?,0
31.0,?,?,?,?,93.5,110.0,?,?,79.0,18.13,171.7,83.0,?,8.9,?,2.4,4.0,0.0,?,1
?,?,415.0,1058.0,?,?,102.0,?,?,89.0,15.79,?,81.0,?,12.0,?,?,2.0,0.0,?,0
23.0,79.0,?,?,0.0,121.3,?,20.62,282.8,107.0,24.04,?,?,?,?,4.0,2.0,1.0,?,0.0,0
?,?,?,736.0,0.0,?,102.0,?,261.0,?,?,262.7,?,11.82,13.3,5.0,?,0.0,?,?,0
37.0,?,?,984.0,25.0,?,99.0,37.33,?,?,17.88,?,88.0,10.92,?,?,?,2.0,?,?,0
?,119.0,?,618.0,32.0,?,101.0,29.41,?,93.0,?,231.1,?,10.4,?,?,3.29,?,?,1.0,0
4.0,142.0,?,?,0.0,108.1,?,?,?,?,?,?,84.0,?,?,?,?,1.0,?,?,0
22.0,225.0,?,?,?,165.4,106.0,28.12,273.7,?,23.26,210.0,93.0,9.45,?,3.0,2.35,0.0,0.0,0.0,1
?,?,415.0,?,?,281.3,?,47.82,?,?,25.63,202.8,?,9.13,?,?,2.35,0.0,0.0,0.0,1
?,128.0,510.0,4339.0,?,115.4,?,?,185.4,94.0,15.76,209.3,?,?,?,4.0,4.78,0.0,0.0,?,0
?,?,?,?,0.0,?,81.0,38.11,243.3,?,20.68,?,66.0,6.65,12.0,?,3.24,3.0,1.0,?,0
8.0,96.0,?,939.0,26.0,?,?,?,?,?,?,?,?,8.01,?,?,3.0,2.0,0.0,?,0
21.0,?,415.0,3977.0,0.0,185.4,?,31.52,?,?,?,144.0,78.0,6.48,?,11.0,?,?,?,0.0,0
5.0,135.0,?,?,0.0,?,104.0,22.0,?,?,?,?,81.0,?,?,?,?,?,?,0.0,0
?,99.0,?,778.0,21.0,?,97.0,?,167.7,47.0,14.25,?,84.0,9.14,14.6,?,3.94,2.0,?,?,0
3.0,86.0,408.0,?,31.0,167.6,?,28.49,113.0,?,?,246.9,?,?,12.2,?,?,1.0,?,?,0
22.0,?,510.0,1512.0,?,206.4,122.0,?,128.0,?,?,?,?,?,?,5.0,?,?,?,0.0,0
50.0,?,?,?,0.0,?,?,26.35,?,?,?,189.4,123.0,?,?,?,3.65,1.0,0.0,0.0,0
14.0,123.0,?,?,0.0,?,?,?,150.0,?,?,?,?,?,?,?,?,?,?,?,0
?,?,415.0,?,?,?,?,43.52,187.4,61.0,15.93,?,?,5.36,?,4.0,?,3.0,0.0,0.0,0
43.0,?,510.0,?,0.0,136.5,95.0,?,182.6,?,?,?,93.0,10.51,9.9,?,2.67,?,0.0,0.0,0
42.0,196.0,?,?,0.0,?,80.0,22.63,?,?,17.55,?,96.0,9.97,?,?,?,1.0,0.0,0.0,0
35.0,56.0,?,1133.0,0.0,91.1,90.0,?,?,?,15.24,?,89.0,?,?,?,3.21,2.0,?,0.0,0
8.0,224.0,?,?,?,171.5,?,29.16,160.0,?,13.6,?,?,9.56,?,?,?,1.0,1.0,?,1
?,?,?,3743.0,0.0,?,85.0,?,?,82.0,17.94,?,129.0,9.17,?,7.0,3.54,2.0,?,?,1
3.0,113.0,510.0,732.0,?,?,116.0,13.82,?,?,?,235.7,113.0,10.61,?,3.0,?,?,?,?,0
